https://www.kaggle.com/mrdew25/pokemon-database,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Id,Pokedex Number,Pokemon Name,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Primary Egg Group,Secondary Egg Group
510,382,"""Kyogre""","""Legendary""","""Water""",NULL,"""Drizzle""","""The Pokémon makes it rain when it enters a battle.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",100,100,90,150,140,90,670,3,"""Slow""","""Undiscovered""",NULL
511,383,"""Groudon""","""Legendary""","""Ground""",NULL,"""Drought""","""Turns the sunlight harsh when the Pokémon enters a battle.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",100,150,140,100,90,90,670,3,"""Slow""","""Undiscovered""",NULL
512,384,"""Rayquaza""","""Legendary""","""Dragon""","""Flying""","""Air Lock""","""Eliminates the effects of weather.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",105,150,90,150,90,95,680,45,"""Slow""","""Undiscovered""",NULL
513,385,"""Jirachi""","""Mythical""","""Steel""","""Psychic""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",100,100,100,100,100,100,600,3,"""Slow""","""Undiscovered""",NULL
514,386,"""Deoxys""","""Mythical""","""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",50,150,50,150,50,150,600,3,"""Slow""","""Undiscovered""",NULL
591,387,"""Turtwig""",NULL,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",55,68,64,45,55,31,318,45,"""Medium Slow""","""Monster""","""Grass"""
592,388,"""Grotle""",NULL,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",75,89,85,55,65,36,405,45,"""Medium Slow""","""Monster""","""Grass"""
593,389,"""Torterra""",NULL,"""Grass""","""Ground""","""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",95,109,105,75,85,56,525,45,"""Medium Slow""","""Monster""","""Grass"""
594,393,"""Piplup""",NULL,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",53,51,53,61,56,40,314,45,"""Medium Slow""","""Water 1""","""Field"""
595,394,"""Prinplup""",NULL,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",64,66,68,81,76,50,405,45,"""Medium Slow""","""Water 1""","""Field"""
596,395,"""Empoleon""",NULL,"""Water""","""Steel""","""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,NULL,NULL,"""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",84,86,88,111,101,60,530,45,"""Medium Slow""","""Water 1""","""Field"""
597,396,"""Starly""",NULL,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",50,50,"""Diamond / Pearl""","""Sinnoh""",40,55,30,30,30,60,245,255,"""Medium Slow""","""Flying""",NULL
598,397,"""Staravia""",NULL,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",50,50,"""Diamond / Pearl""","""Sinnoh""",55,75,50,40,40,80,340,120,"""Medium Slow""","""Flying""",NULL
599,398,"""Staraptor""",NULL,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",50,50,"""Diamond / Pearl""","""Sinnoh""",85,120,70,50,60,100,485,45,"""Medium Slow""","""Flying""",NULL
600,399,"""Bidoof""",NULL,"""Normal""",NULL,"""Simple""","""The stat changes the Pokémon receives are doubled.""","""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",50,50,"""Diamond / Pearl""","""Sinnoh""",59,45,40,35,40,31,250,255,"""Medium Fast""","""Water 1""","""Field"""
601,400,"""Bibarel""",NULL,"""Normal""","""Water""","""Simple""","""The stat changes the Pokémon receives are doubled.""","""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",50,50,"""Diamond / Pearl""","""Sinnoh""",79,85,60,55,60,71,410,127,"""Medium Fast""","""Water 1""","""Field"""
602,401,"""Kricketot""",NULL,"""Bug""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""",50,50,"""Diamond / Pearl""","""Sinnoh""",37,25,41,25,41,25,194,255,"""Medium Slow""","""Bug""",NULL
603,402,"""Kricketune""",NULL,"""Bug""",NULL,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Technician""","""Powers up the Pokémon's weaker moves.""",50,50,"""Diamond / Pearl""","""Sinnoh""",77,85,51,55,51,65,384,45,"""Medium Slow""","""Bug""",NULL
604,406,"""Budew""",NULL,"""Grass""","""Poison""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",50,50,"""Diamond / Pearl""","""Sinnoh""",40,30,35,50,70,55,280,255,"""Medium Slow""","""Undiscovered""",NULL
605,407,"""Roserade""",NULL,"""Grass""","""Poison""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Technician""","""Powers up the Pokémon's weaker moves.""",50,50,"""Diamond / Pearl""","""Sinnoh""",60,70,65,125,105,90,515,75,"""Medium Slow""","""Fairy""","""Grass"""
606,408,"""Cranidos""",NULL,"""Rock""",NULL,"""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",67,125,40,30,30,58,350,45,"""Erratic""","""Monster""",NULL
607,409,"""Rampardos""",NULL,"""Rock""",NULL,"""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",97,165,60,65,50,58,495,45,"""Erratic""","""Monster""",NULL
608,410,"""Shieldon""",NULL,"""Rock""","""Steel""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",30,42,118,42,88,30,350,45,"""Erratic""","""Monster""",NULL
609,411,"""Bastiodon""",NULL,"""Rock""","""Steel""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",60,52,168,47,138,30,495,45,"""Erratic""","""Monster""",NULL
610,412,"""Burmy""",NULL,"""Bug""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Diamond / Pearl""","""Sinnoh""",40,29,45,29,45,36,224,120,"""Medium Fast""","""Bug""",NULL
611,413,"""Wormadam""",NULL,"""Bug""","""Grass""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",0,100,"""Diamond / Pearl""","""Sinnoh""",60,59,85,79,105,36,424,45,"""Medium Fast""","""Bug""",NULL
612,414,"""Mothim""",NULL,"""Bug""","""Flying""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",100,0,"""Diamond / Pearl""","""Sinnoh""",70,94,50,94,50,66,424,45,"""Medium Fast""","""Bug""",NULL
613,415,"""Combee""",NULL,"""Bug""","""Flying""","""Honey Gather""","""The Pokémon may gather Honey after a battle.""",NULL,NULL,"""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",87.5,12.5,"""Diamond / Pearl""","""Sinnoh""",30,30,42,30,42,70,244,120,"""Medium Slow""","""Bug""",NULL
614,416,"""Vespiquen""",NULL,"""Bug""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",0,100,"""Diamond / Pearl""","""Sinnoh""",70,80,102,80,102,40,474,45,"""Medium Slow""","""Bug""",NULL
615,417,"""Pachirisu""",NULL,"""Electric""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""",50,50,"""Diamond / Pearl""","""Sinnoh""",60,45,70,45,90,95,405,200,"""Medium Fast""","""Field""","""Fairy"""
616,418,"""Buizel""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",50,50,"""Diamond / Pearl""","""Sinnoh""",55,65,35,60,30,85,330,190,"""Medium Fast""","""Water 1""","""Field"""
617,419,"""Floatzel""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",50,50,"""Diamond / Pearl""","""Sinnoh""",85,105,55,85,50,115,495,75,"""Medium Fast""","""Water 1""","""Field"""
618,420,"""Cherubi""",NULL,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,NULL,NULL,50,50,"""Diamond / Pearl""","""Sinnoh""",45,35,45,62,53,35,275,190,"""Medium Fast""","""Fairy""","""Grass"""
619,421,"""Cherrim""",NULL,"""Grass""",NULL,"""Flower Gift""","""Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.""",NULL,NULL,NULL,NULL,50,50,"""Diamond / Pearl""","""Sinnoh""",70,60,70,87,78,85,450,75,"""Medium Fast""","""Fairy""","""Grass"""
620,422,"""Shellos""",NULL,"""Water""",NULL,"""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",50,50,"""Diamond / Pearl""","""Sinnoh""",76,48,48,57,62,34,325,190,"""Medium Fast""","""Water 1""","""Amorphous"""
621,423,"""Gastrodon""",NULL,"""Water""","""Ground""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",50,50,"""Diamond / Pearl""","""Sinnoh""",111,83,68,92,82,39,475,75,"""Medium Fast""","""Water 1""","""Amorphous"""
622,424,"""Ambipom""",NULL,"""Normal""",NULL,"""Technician""","""Powers up the Pokémon's weaker moves.""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""",50,50,"""Diamond / Pearl""","""Sinnoh""",75,100,66,60,66,115,482,45,"""Fast""","""Field""",NULL
623,425,"""Drifloon""",NULL,"""Ghost""","""Flying""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""","""Flare Boost""","""Powers up special attacks when the Pokémon is burned.""",50,50,"""Diamond / Pearl""","""Sinnoh""",90,50,34,60,44,70,348,125,"""Fluctuating""","""Amorphous""",NULL
624,426,"""Drifblim""",NULL,"""Ghost""","""Flying""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""","""Flare Boost""","""Powers up special attacks when the Pokémon is burned.""",50,50,"""Diamond / Pearl""","""Sinnoh""",150,80,44,90,54,80,498,60,"""Fluctuating""","""Amorphous""",NULL
625,427,"""Buneary""",NULL,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Klutz""","""The Pokémon can't use any held items.""","""Limber""","""Its limber body protects the Pokémon from paralysis.""",50,50,"""Diamond / Pearl""","""Sinnoh""",55,66,44,44,56,85,350,190,"""Medium Fast""","""Field""","""Human-Like"""
626,428,"""Lopunny""",NULL,"""Normal""",NULL,"""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Klutz""","""The Pokémon can't use any held items.""","""Limber""","""Its limber body protects the Pokémon from paralysis.""",50,50,"""Diamond / Pearl""","""Sinnoh""",65,76,84,54,96,105,480,60,"""Medium Fast""","""Field""","""Human-Like"""
627,429,"""Mismagius""",NULL,"""Ghost""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Diamond / Pearl""","""Sinnoh""",60,60,60,105,105,105,495,45,"""Fast""","""Amorphous""",NULL
628,430,"""Honchkrow""",NULL,"""Dark""","""Flying""","""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",50,50,"""Diamond / Pearl""","""Sinnoh""",100,125,52,105,52,71,505,30,"""Medium Slow""","""Flying""",NULL
629,431,"""Glameow""",NULL,"""Normal""",NULL,"""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",25,75,"""Diamond / Pearl""","""Sinnoh""",49,55,42,42,37,85,310,190,"""Fast""","""Field""",NULL
630,432,"""Purugly""",NULL,"""Normal""",NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",25,75,"""Diamond / Pearl""","""Sinnoh""",71,82,64,64,59,112,452,75,"""Fast""","""Field""",NULL
631,433,"""Chingling""",NULL,"""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Diamond / Pearl""","""Sinnoh""",45,30,50,65,50,45,285,120,"""Fast""","""Undiscovered""",NULL
632,434,"""Stunky""",NULL,"""Poison""","""Dark""","""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",50,50,"""Diamond / Pearl""","""Sinnoh""",63,63,47,41,41,74,329,225,"""Medium Fast""","""Field""",NULL
633,435,"""Skuntank""",NULL,"""Poison""","""Dark""","""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",50,50,"""Diamond / Pearl""","""Sinnoh""",103,93,67,71,61,84,479,60,"""Medium Fast""","""Field""",NULL
634,436,"""Bronzor""",NULL,"""Steel""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Heatproof""","""The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.""","""Heavy Metal""","""Doubles the Pokémon's weight.""",0,0,"""Diamond / Pearl""","""Sinnoh""",57,24,86,24,86,23,300,255,"""Medium Fast""","""Mineral""",NULL
